licensenumber,operationtype,nurserysize,greenhousesize,tradename,ownername,businessphone,streetnumber,streetname,addressline2,addressline3,city,state,zipcode,georeference,county
471674,Nursery Stock Only,10 Acres or Less,,NORTH SERVICE RD NURSERY,SWIERUPSKI RICHARD VINCENT VOLPE,631-293-2800,25,NORTH SERVICE ROAD,,,DIX HILLS,NY,11746,POINT (-73.67565 40.77398),SUFFOLK
470295,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BORELLA WILLIAM,BORELLA WILLIAM,631-862-9182,625,NORTH COUNTRY ROAD,,,ST JAMES,NY,11780,POINT (-73.15105 40.89688),SUFFOLK
645214,Combined Nursery and Greenhouse,101 Acres or More,"2,001-20,000 SqFt of Glass",ELHANNON NURSERY INC,ELHANNON NURSERY INC,518-686-5553,,ROUTE 22 SOUTH SIDE,,,HOOSICK,NY,12089,POINT (-73.32766 42.86254),RENSSELAER
645822,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PIGGY GREENS MICROGREENS LLC,AMANDA HAMMOND,914-804-3373,15,FRANKLIN AVENUE,,,BEDFORD HILLS,NY,10507,POINT (-73.68462 41.24221),WESTCHESTER
645427,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BAUMANS FARM MARKET LLC,JAMES AND BARBARA BAUMAN,585-671-2820,1340,FIVE MILE LINE ROAD,,,WEBSTER,NY,14580,POINT (-77.47357 43.18408),MONROE
347293,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TWIN PINES GREENHOUSES,MARTIN PHARES & MARY ANN,585-283-4280,12631,RIDGE ROAD W,,,ALBION,NY,14411,POINT (-78.30729 43.28011),ORLEANS
552276,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MICHAEL & SONS NURSERIES INC,MICHAEL&SONS NURSERIES INC,914-592-6620,200,TARRYTOWN RD,,,WHITE PLAINS,NY,10607,POINT (-73.78822 41.04063),WESTCHESTER
306941,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BLOOMS BY BOGNER,BOGNER MARLENE,315-732-3820,,NEW HARTFORD SHOPPING CENTER,,,NEW HARTFORD,NY,13413,POINT (-75.28704 43.07179),ONEIDA
645688,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IVAN BURKHOLDER,IVAN BURKHOLDER,585-526-6062,1158,KASHONG SWITCH ROAD,,,GENEVA,NY,14456,POINT (-77.02743 42.76619),ONTARIO
413758,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-6274260,,KANIA ROAD,,,HAGAMAN,NY,12086,POINT (-74.15118 42.97486),SARATOGA
11286,Nursery Stock Only,10 Acres or Less,,RAY MAR TREE FARM,MALKIEWICZ MARY ANN & JAMES,518-466-5322,73,LANSING ROAD NORTH,,,SCHENECTADY,NY,12304,POINT (-73.87982 42.7664),ALBANY
250223,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",PARADISE GARDENS,MARY LYREK-MIKALUNAS,315-684-3602,4489,BROOKS ROAD,,,MORRISVILLE,NY,13408,POINT (-75.6936 42.93881),MADISON
645041,Nursery Stock Only,11-100 Acres,,CHESTNUT RIDGE NURSERY INC,ROBERT ASMITH,716-725-8043,,EAST MAIN STREET,,,SPRINGVILLE,NY,14141,POINT (-78.66726 42.50866),ERIE
296640,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BILL & GERRYS FARM,"KYDD, D/J, RODGER, L REINARD, L",716-731-5003,3573,SAUNDERS SETTLEMENT ROAD,,,SANBORN,NY,14132,POINT (-78.84826 43.14344),NIAGARA
474868,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PECONIC RIVER HERB FARM,SPINDLER CHRISTINA,631-369-0058,2749,RIVER ROAD,,,CALVERTON,NY,11933,POINT (-72.74967 40.90531),SUFFOLK
644118,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",BREEZE HILL FARM AND PRESERVE LLC,CHRISOPHER L PIA,631-383-2589,31215,COUNTY ROUTE 48,,,PECONIC,NY,11958,POINT (-72.46779 41.04458),SUFFOLK
646103,Nursery Stock Only,10 Acres or Less,,TWIN BROOKS GARDEN CTR,DENNIS GENDRON,845-494-6399,62,NINE PARTNERS ROAD,,,STAATSBURG,NY,12580,POINT (-73.91412 41.87518),DUTCHESS
645911,Nursery Stock Only,10 Acres or Less,,FAMILY TRADITIONS TREE FARM LLC,ANDREA HERNIGLE,518-441-7605,146,MILE LEVEL ROAD,,,FULTONVILLE,NY,12072,POINT (-74.38238 42.91349),MONTGOMERY
646142,Nursery Stock Only,10 Acres or Less,,LYNDAKER FARMS LLC,JASON CRAWFORD,315-429-5030,237,STATE ROUTE 29A,,,SALISBURY CENTER,NY,13454,POINT (-74.77785 43.14496),HERKIMER
646413,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KOLBER'S FARM,MARIA KOLBER,518-767-3046,916,US ROUTE 9 W,,,SELKIRK,NY,12158,POINT (-73.80411 42.57137),ALBANY
146234,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BISON NURSERY WHOLESALE INC,BISON NRSY WHOLESALE INC,716-630-9767,9000,MAIN STREET,,,CLARENCE,NY,14031,POINT (-78.65566 42.96878),ERIE
560547,Nursery Stock Only,11-100 Acres,,LUCZAKS EVERGREEN FARMS,LUCZAK ALEX A,585-322-5417,4616,WARSAW BOULEVARD,,,SILVER SPRINGS,NY,14550,,WYOMING
646032,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HIDDEN ACRE FARM,MELISSA PHILLIPS & JACK WHETTAM,512-550-6321,363,PETTICOAT LANE,,,BLOOMINGBURG,NY,12721,POINT (-74.40429 41.57017),ORANGE
644211,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",KOPPERT CRESS USA LLC,KOPPERT CRESS USA LLC,631-734-8500,2975,SOUND AVE,,,RIVERHEAD,NY,11901,POINT (-72.71907 40.96204),SUFFOLK
570638,Nursery Stock Only,10 Acres or Less,,WIEMER HERMANN J-VNYARD,WIEMER HERMANN J VINEYARD INC,607-243-7971,3962,ROUTE 14,,,DUNDEE,NY,14837,,YATES
646804,Nursery Stock Only,10 Acres or Less,,PRIMEVAL FOREST LLC,CATHERINE LAMANTIA,716-990-4204,2813,NIAGARA STREET,,,BUFFALO,NY,14207,,ERIE
480448,Nursery Stock Only,11-100 Acres,,FRANCES FARMS LLC,FRANCES FARMS LLC,845-292-3382,467,MUTHIG ROAD,,,PARKSVILLE,NY,12768,POINT (-74.70446 41.84741),SULLIVAN
297083,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",J HURTGAM FARMS,HURTGAM BARBARA & JEFFREY,716-791-4968,3216,RIDGE ROAD,,,RANSOMVILLE,NY,14131,POINT (-78.86944 43.20213),NIAGARA
645455,Nursery Stock Only,10 Acres or Less,,GLEN COTTAGE FARMS,TRACIE SOPER,518-428-2548,382,CORBIN HILL ROAD,,,SPRAKERS,NY,12166,POINT (-74.37431 42.82185),MONTGOMERY
645415,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVID D TROYER,DAVID D. TROYER,585-968-0237,8285,DEKAY ROAD,,,BLACK CREEK,NY,14714,POINT (-78.21082 42.26257),ALLEGANY
96699,Nursery Stock Only,10 Acres or Less,,PRAYS MARKET GROWER,PRAY RONALD,518-834-9150,391,ROUTE 9N,,,KEESEVILLE,NY,12944,POINT (-73.50799 44.4937),CLINTON
646808,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BEYOND YOUR GARDEN CORP,JESSE WALTER,518-937-3065,162,COUNTY HIGHWAY 109,,,BROADALBIN,NY,12025,POINT (-74.128 43.14124),FULTON
646829,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JASPER MEADOWS FARM,MADALYN AND CHARLES ALRIDGE,607-257-6230,26,PALMEAR ROAD,,,FREEVILLE,NY,13068,POINT (-76.35888 42.52073),TOMPKINS
646674,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FEELING THORNY TROPICALS,CRYSTAL SEPULVEDA,716-534-0044,85,TREADWELL RD,,,TONAWANDA,NY,14150,POINT (-78.82608 42.98675),ERIE
15650,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GEORGES MARKET & NURSERY LLC,GEORGES MKT & NURSERY LLC,518-785-4210,240,WADE ROAD EXTENSION,,,LATHAM,NY,12110,POINT (-73.76869 42.76025),ALBANY
646531,Nursery Stock Only,10 Acres or Less,,FAERY'S LANDSCAPING INC.,DAVID FAERY,716-791-4680,3170,RIDGE RD.,,,RANSOMVILLE,NY,14131,POINT (-78.87429 43.2019),NIAGARA
646719,Nursery Stock Only,10 Acres or Less,,THE ART OF PROVIDENCE,SABRINA LILIENTHAL,631-666-4024,33,CALIFORNIA AVE,,,BAY SHORE,NY,11706,POINT (-73.24113 40.74456),SUFFOLK
644359,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,8511,STEVENS RD,,,LINDLEY,NY,14858,POINT (-77.19918 42.04417),STEUBEN
645254,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JONATHAN ZEISET,JONATHAN ZEISET,585-554-6226,5075,TWITCHELL ROAD,,,RUSHVILLE,NY,14544,POINT (-77.26719 42.77943),YATES
646211,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",NATIVE SUN FLOWERS,TIMOTHY EMANUEL,518-203-9600,1470,ROUTE 9,,,CLIFTON PARK,NY,12065,POINT (-73.73849 42.83355),SARATOGA
324947,Nursery Stock Only,10 Acres or Less,,GARDENLAND INC,GARDENLAND INC,315-548-8983,15,EAGLE STREET,PO BOX 66,,PHELPS,NY,14532,POINT (-77.06803 42.95846),ONTARIO
187203,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HARRINGTONS,HARRINGTON AARON,585-757-2450,4653,NORTH BYRON ROAD,,,ELBA,NY,14058,POINT (-78.17402 43.09968),GENESEE
646265,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",EDLER ACRES,ELLEN EDLER,585-489-8110,5673,ARBOR RD,,,ONTARIO,NY,14519,POINT (-77.2519 43.20646),WAYNE
646044,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LITTLE BY LITTLE NURSERY CORP DBA WILD GARDENS NURSERY,MEGAN COHEN & ERIC STURE,914-589-9536,456,CROTON AVENUE,,,CORTLANDT MANOR,NY,10567,POINT (-73.85363 41.26948),WESTCHESTER
646527,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GRACEFUL ROSES LLC,WILLIAM INGERSOLL/JASON HENDERSON,585-662-9065,111,OWEN ROAD,,,FULTON,NY,13069,POINT (-76.35589 43.29819),OSWEGO
644908,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TANNER HILL HERB FARM,KATHERYN S. MOLLACH,607-547-8261,294,TANNER HILL ROAD,,,COOPERSTOWN,NY,13326,POINT (-74.95328 42.77162),OTSEGO
646588,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ANNE'S/ KOEHN GIFTS,ANNETTA AND JEFF KOEHN,315-835-0987,723,DUBLIN HILL RD.,,,AURORA,NY,13026,POINT (-76.69157 42.75089),CAYUGA
646785,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",UNDER THE TREE,SCOTT AND CRYSTAL VANGAASBECK,607-351-4172,201,DRY BROOK RD,,,WILLSEYVILLE,NY,13864,POINT (-76.39011 42.25183),TIOGA
646116,Nursery Stock Only,10 Acres or Less,,TAYLOR GARDENS & ARTISTRY LLC,JOSEPH R TAYLOR,315-807-2272,6005,MINOA ROAD,,,KIRKVILLE,NY,13082,POINT (-75.99973 43.06266),ONONDAGA
274311,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SCHUYLERS GREENHOUSE,SCHUYLER EDMUND G,518-842-5519,6485,STATE HIGHWAY 30,,,AMSTERDAM,NY,12010,POINT (-74.20806 42.87092),MONTGOMERY
141266,Nursery Stock Only,10 Acres or Less,,GUTMANNS TREE NURSERY,GUTMANN MICHAEL,716-345-4649,12444,WARNER HILL ROAD,,,SOUTH WALES,NY,14139,POINT (-78.52254 42.72255),ERIE
643978,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROOT AND ROOST FARM,SEAN ZIGMUND,845-292-9126,64,MINERAL SPRINGS RD,,,LIVINGSTON MANOR,NY,12758,POINT (-74.82336 41.80074),SULLIVAN
502992,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,225,ELMIRA ROAD,,,ITHACA,NY,14850,POINT (-76.50663 42.42892),TOMPKINS
645507,Nursery Stock Only,10 Acres or Less,,KC'S PRODUCE,MOLLY CLYMO,607-324-9967,8999,STATE RTE 21,,,COHOCTON,NY,14826,POINT (-77.56565 42.42318),STEUBEN
644115,Nursery Stock Only,10 Acres or Less,,HERMANCE NURSERIES,TRAVIS HERMANCE,401-465-5165,28,HERMANCE LANE,,,ULSTER PARK,NY,12487,POINT (-73.96423 41.85351),ULSTER
644641,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",PEACHEY PRODUCE,JONAS AND FANNIE PEACHEY,607-869-5695,5461,RTE 414,,,ROMULUS,NY,14541,POINT (-76.81698 42.75961),SENECA
646332,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OLIVERA'S GARDEN,FRANCISCO OLIVERA-LEON,315-573-6712,412,SYCAMORE TRAIL,,,NEWARK,NY,14513,POINT (-77.1142 43.03009),WAYNE
246469,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LIGHTHOUSE GARDENS,LIGHTHOUSE TODD,585-582-5725,229,ONTARIO STREET,,,HONEOYE FALLS,NY,144721303,POINT (-77.58153 42.9442),LIVINGSTON
310981,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",ANTHONY DEMARCO & SONS INC,DEMARCO A & SONS INC,315-689-9884,211,WEST MAIN ST,,,ELBRIDGE,NY,13060,POINT (-76.45227 43.03379),ONONDAGA
646485,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",DOGWOOD ACRES GREENHOUSES,STEVEN WAGNER,845-361-5129,41,TOWNLEY LANE,,,CIRCLEVILLE,NY,10919,POINT (-74.39485 41.51881),ORANGE
140072,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",KIMBERLYS GREENHOUSE INC,KIMBERLYS GREENHOUSES INC,607-323-5120,3438,ROUTE 26,,,GLEN AUBREY,NY,13777,POINT (-76.01413 42.23819),BROOME
646797,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BRIAR BURR GARDENS,KATRINA HOUSEWORTH,719-659-9593,6113,BURR RD,,,TRUMANSBURG,NY,14886,POINT (-76.73572 42.52915),TOMPKINS
645404,Nursery Stock Only,10 Acres or Less,,ONE NATURE LLC,BRYAN QUINN,845-440-1677,363,PETTICOAT LANE,,,BLOOMINGBURG,NY,12721,POINT (-74.40429 41.57017),ORANGE
646182,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NEW AMSTERDAM NURSERY INC,JON ERIC LOHWASSER AND JESSIE HAAR,631-672-0267,408,WADING RIVER ROAD,,,MANORVILLE,NY,11949,POINT (-72.81006 40.83575),SUFFOLK
141930,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",WEBER MIKE GREENHOUSES INC,WEBER MICHAEL GREENHOUSES INC,716-822-8887,42,FRENCH ROAD,,,WEST SENECA,NY,14224,POINT (-78.77402 42.86814),ERIE
645630,Nursery Stock Only,101 Acres or More,,DELALIO SOD FARMS LLC,DELALIO SOD FARMS LLC,,,DOCTORS PATH SOUND AVE &ROUTE1,,,RIVERHEAD,NY,11901,POINT (-72.66016 40.95036),SUFFOLK
645193,Nursery Stock Only,10 Acres or Less,,BRONNER FARM LLC,WILLIAM BRONNER AND KATHLEEN BRONNER,845-629-7726,41,TOWNLEY LANE,,,CIRCLEVILLE,NY,10919,POINT (-74.39485 41.51881),ORANGE
644347,Nursery Stock Only,10 Acres or Less,,CHESTNUT RIDGE NURSERY INC,SMITH ROBERT A,716-725-8043,225,CRESCENT DRIVE,,,ORCHARD PARK,NY,14127,POINT (-78.75234 42.75233),ERIE
646254,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STAR ROUTE FARM,"TIANNA KENNEDY, WALTER REISEN, AMANDA WO",914-874-9435,796,COUNTY HIGHWAY 40,,,CHARLOTTEVILLE,NY,12036,POINT (-74.72149 42.51943),SCHOHARIE
645982,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",SUNSHINE MEADOWS,RICHARD H MOLLNOW,518-384-0086,610,TANNER ROAD,,,CLIFTON PARK,NY,12065,POINT (-73.83443 42.87597),SARATOGA
144281,Nursery Stock Only,11-100 Acres,,TURNBULL NURSERY INC,TURNBULL NURSERY INC,716-337-3812,,MORGANO FARM-BRANT-NO COLLINS,,,BRANT,NY,14027,POINT (-79.0093 42.5884),ERIE
475149,Nursery Stock Only,11-100 Acres,,IMBRIANO & SONS GARDEN SUPPLIES,IMBRIANO&SONS GDN SPLIES INC,631-2986569,322-45,MAIN ST,,,CUTCHOGUE,NY,11935,POINT (-72.47847 41.0207),SUFFOLK
527297,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SWEET PEA FM PERENNIALS,PERRY MARK AND LINDA,518-631-4202,121,FEDERAL HILL ROAD,,,BOLTON LANDING,NY,12814,POINT (-73.66102 43.57506),WARREN
645917,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HALTON HAY,STEPHEN HALTON,,2071,ELM STREET,,,NEW WOODSTOCK,NY,13122,POINT (-75.85817 42.84982),MADISON
644213,Nursery Stock Only,10 Acres or Less,,SEAN DEMBROSKY,DEMBROSKY SEAN,607-342-4953,9408,CONGRESS STREET EXTENSION,,,TRUMANSBURG,NY,14886,POINT (-76.66337 42.56876),SENECA
646024,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",REDHEAD RANCH SOAPS & SUNDRIES,JAYNE E ANDREWS,315-730-1412,5132,CREAM HOLLOW ROAD,,,MORAVIA,NY,13118,POINT (-76.39884 42.80954),CAYUGA
644467,Nursery Stock Only,11-100 Acres,,TOWER LOT NURSERY INC,RICHARD CORWITH,631-404-8455,608,TWOMEY AVE,,,CALVERTON,NY,11933,POINT (-72.73953 40.94276),SUFFOLK
645650,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",UNDER THE TREE,SCOTT GAASBECK,607-203-0110,58,MIDDAUGH ROAD,,,BROOKTONDALE,NY,14817,POINT (-76.41292 42.38544),TOMPKINS
646514,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",OAK QUEENS LLC,JENS VERHAEGH,845-636-8218,810,QUEENS HWY,,,ACCORD,NY,12404,POINT (-74.27894 41.8413),ULSTER
643673,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SONSHINE VALLEY FARMS,KELI COOPER-SANDRA COGHLAN,607-722-2727,200,CROCKER HILL RD,,,BINGHAMTON,NY,13904,POINT (-75.86171 42.15874),BROOME
234385,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BLOSSOMS N BLOOMS ETC,EARL DEBORAH,315-397-2712,6004,JAMES STREET,,,CONSTABLEVILLE,NY,13325,POINT (-75.42202 43.56702),LEWIS
646789,Nursery Stock Only,101 Acres or More,,HEATH FARM,JENNIFER HEATH,607-232-4952,48,W HEATH ROAD,,,WAVERLY,NY,14892,POINT (-76.4897 42.01445),TIOGA
645598,Nursery Stock Only,10 Acres or Less,,SENSENIG JONATHAN,SENSENIG JONATHAN,585-534-4255,5299,CROWE ROAD,,,STANLEY,NY,1456114561,POINT (-77.18449 42.76629),ONTARIO
140216,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",SPOTH DONALD FARM,SPOTH DONALD,716-688-7644,2715,TONAWANDA CREEK ROAD,,,AMHERST,NY,14228,POINT (-78.74971 43.06898),ERIE
141773,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",DRAUDT RONALD & SONS,DRAUDT RONALD&CRAIG&LESLIE,716-648-7077,4779,CLARK STREET,,,HAMBURG,NY,14075,POINT (-78.80449 42.73537),ERIE
646780,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",SCHULTZ GARDEN CENTER,RAYMOND AND MARK SCHULTZ,518-399-9023,88,HETCHELTOWN RD,,,GLENVILLE,NY,12302,POINT (-73.909 42.88048),SCHENECTADY
646586,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less","PITTSFORD TREE AND LANDSCAPE, INC DBA VILLAGE GARDEN STORE LTD",GAIL MILLER,585-624-2400,3830,RUSH MENDON RD,,,MENDON,NY,14506,POINT (-77.51257 42.99756),MONROE
195383,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",RSK FARM,KILEY ROBERT AND SANDRA,518-299-3198,13255,ROUTE 23A,,,PRATTSVILLE,NY,12468,POINT (-74.40711 42.28859),GREENE
476954,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",SANG LEE FARMS INC,SANG LEE FARMS INC,631-734-7001,25180,COUNTY ROUTE 48,,,PECONIC,NY,11958,POINT (-72.48195 41.03741),SUFFOLK
475931,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FUNNY FARMS FAMOUS,STURCKEN JOAN,631-734-7366,36925,MAIN ROAD,,,CUTCHOGUE,NY,11935,POINT (-72.46662 41.02999),SUFFOLK
645354,Nursery Stock Only,11-100 Acres,,STYERS PEONIES LLC,RICHARD CURRIE,610-616-3839,3212,SUTTON ROAD,,,GENEVA,NY,14456,POINT (-77.04141 42.87608),ONTARIO
646523,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",EDWARD FOX,EDWARD FOX,315-536-7818,8319,FORD RD,,,BRANCHPORT,NY,14418,POINT (-77.2125 42.56935),YATES
645582,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",VITALES FARM MARKET,SHARON VITALE,,7297,NORTH DIVISION STREET ROAD,,,AUBURN,NY,13021,POINT (-76.61048 42.97089),CAYUGA
643970,Nursery Stock Only,10 Acres or Less,,ZEHR'S FLOWERS & LANDSCAPING,"WIDRICK, SAMANTHA",,8457,VAN AMBER ROAD,,,CASTORLAND,NY,13620,POINT (-75.47191 43.85357),LEWIS
135173,Nursery Stock Only,101 Acres or More,,KATONAH NURSERY INC,KATONAH NURSERY INC,914-232-3570,80,S AMENIA UNION,RILLSIDE FRM,,AMENIA,NY,12501,POINT (-73.51963 41.81042),DUTCHESS
352990,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LEONS FARM MARKET,HURLBUT LEON S,315-963-3262,4142,STATE ROUTE 104E,,,MEXICO,NY,13114,POINT (-76.30504 43.47745),OSWEGO
473731,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",EASTLAND FARMS INC,DEROSA MICHAEL J,631-726-1961,1260,MONTAUK HIGHWAY,,,WATER MILL,NY,11976,POINT (-72.34007 40.92108),SUFFOLK
393410,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",DOWN TO EARTH,LSL ASSOCIATES INC,845-354-8500,1040,ROUTE 45,,,POMONA,NY,10970,POINT (-74.036 41.18181),ROCKLAND
644686,Nursery Stock Only,11-100 Acres,,HILLS CHRISTMAS TREE FARM,HAROLD HILL JR,716-592-5096,13214,BELSCHER ROAD,,,SPRINGVILLE,NY,14141,POINT (-78.70482 42.51644),ERIE
646328,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE LO FARM LLC,"LEAH MUNSEY, ORLANDO DIAZ",501-231-2460,5204,ROUTE 32,,,CATSKILL,NY,12414,POINT (-73.98313 42.22794),GREENE
645867,Nursery Stock Only,10 Acres or Less,,STRAWS,BARBARA STRAW,518-572-4005,1,OUELLETTE CIRCLE,,,KEESEVILLE,NY,12944,POINT (-73.49507 44.51567),CLINTON
112653,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NEW LEAF A,CLOSSON JACQUELINE,607-863-3404,5858,TOWNLINE ROAD-TAYLOR,,,CINCINNATUS,NY,13040,POINT (-75.8882 42.56523),CORTLAND
646040,Nursery Stock Only,11-100 Acres,,DOUBLE A VINEYARDS,WOODBURY FARM,716-672-8493,,MILLER ROAD,,,FREDONIA,NY,14063,POINT (-79.33186 42.44029),CHAUTAUQUA
546516,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAPLANTS LAWN&PROP MTCE,LAPLANT WILLIAM J,585-727-3249,7482,OLD LYONS ROAD,,,LYONS,NY,14489,POINT (-77.02634 43.06943),WAYNE
477133,Nursery Stock Only,10 Acres or Less,,SEIB FARMS,SEIB JOHN JR,516-903-4262,127,BURRS LANE,,,DIX HILLS,NY,11746,POINT (-73.36758 40.78769),SUFFOLK
646167,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OLE' THYME FARM,BRIAN AND SHANNON LOGSDON,,2965,STATE ROUTE 21,,,WAYLAND,NY,14572,POINT (-77.5601 42.57299),STEUBEN
645717,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KENT COUNTRYSIDE NURSERY INC,SUSAN KUSSIN & FRED KUSSIN,845-225-7766,61,LUDINGTON COURT,,,CARMEL,NY,10512,POINT (-73.65174 41.47647),PUTNAM
646519,Nursery Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",JOHNNIE & ERMA SHETLER,JOHNNIE AND ERMA SHETLER,,4969,WEST AVA ROAD,,,TABERG,NY,13471,POINT (-75.55205 43.38756),ONEIDA
42841,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MILLERS FARM MARKET LLC,MILLER KEITH G,716-373-2073,1685,OLEAN-PORTVILLE ROAD,,,OLEAN,NY,14760,POINT (-78.39782 42.07141),CATTARAUGUS
646635,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WILLIS' PRODUCE,BRIAN WILLIS,607-207-6828,931,W RIVER ROAD,,,NICHOLS,NY,13812,POINT (-76.38433 42.02534),TIOGA
646763,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",EATON FARMS,EATON FARMS,315-524-8467,280,N UNION STREET,,,ROCHESTER,NY,14609,POINT (-77.59072 43.16609),MONROE
475363,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CAROLS PLANT SHED,EBBITT CAROL,631-366-2585,196,SMTIHTOWN BOULEVARD,,,NESCONSET,NY,11767,POINT (-73.15328 40.83562),SUFFOLK
331005,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SCHEUERMANN FARMS GRNHS,SCHEUERMANN ROBERT,845-258-4221,73,LITTLE YORK ROAD,,,WARWICK,NY,10990,POINT (-74.44585 41.29051),ORANGE
510495,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TECHMERS NURSERY,TECHMER HORST,845-255-7430,,RT 32 ALLHUSEN ROAD,,,MODENA,NY,12548,POINT (-74.10622 41.66782),ULSTER
